	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B80	B81	B82	B83	B84	B85	B86	B87	B88	B89	B90	B91	B92	B93	B94	B95	B96	B97	B98	B99	B100	B101	B102	B103	B104	B105	B106	B107	B108	B109	B110	B111	B112	B113	B114	B115	B116	B117	B118	B119	B120	B121	B122	B123	B124	B125	B126	B127	B128	B129	B130	B131	B132	B133	B134	B135	B136	B137	B138	B139	B140	B141	B142	B143	B144	B145	B146	B147	B148	B149	B150	B151	B152	B153	B154	B155	B156	B157	B158	B159	B160	B161	B162	B163	B164	B165	B166	B167	B168	B169	B170	B171	B172	B173	B174	B175	B176
ACAD8	1.991309907	1.024942357	0	1.271511232	0.601600553	0.835015734	0.392288754	0.581445101	0.522025738	0	0	0	0.216354123	0	0.641557531	0.739640361	0.879710036	0.626918562	0.173430106	1.159416427	0.51910741	0.812301844	2.875986336	1.412894494	0.716640472	0	1.165540522	0.796016382	0	0	0	0	0	2.079329125	1.280166009	45.6103457	0	0	0	4.167973101	0	0.63828191	1.851870041	4.263967559	0.647139812	0.349348945	1.193829203	2.98942443	1.739386764	1.718673593	2.232473518	4.139423242	1.343049359	0	1.448775603	2.321421337	0.370497432	0	0	2.710262161	0	1.045270279	1.034916099	0.313534275	3.230477517	0	1.493187258	1.284078655	0.186729238	0.463384169	0.351595595	0.489991452	1.463079149	0.553968262	0.868042759	0.816663176	0.956183282	0.741733173	1.560579362	1.064944205	0.514940871	1.240581056	0.407568952	1.173184764	1.112851707	0	0.230087502	0.804940361	0.486316253	0.56709634	0.563366806	0	0	1.056999497	1.954432198	0.88428716	1.302537978	0.399222364	0.330357412	0.985806619	0.155195809	0.487230314	1.472182067	2.418028661	3.464590383	5.058574557	1.543695711	1.137781788	1.561404552	0.547292402	0.635849279	0	0	1.828275975	1.010626991	0.553720707	0	0	2.471360787	0	0	1.566889049	1.398380371	6.108001747	0.738466143	0	0.556571208	0.600881203	2.261068471	5.012195413	0.576778219	0.541489155	0.709141235	0.832121395	1.92725421	3.568550135	0	3.315522238	0.694925086	0	2.742319088	0	0	2.037128995	5.407233861	1.011925088	2.806962625	1.290436319	1.29983496	1.513436719	0	0	0	0	3.311806058	3.732713881	2.319833517	0	1.72872445	1.856450737	1.771627544	4.948338321	0	0	0	3.580340101	4.337861217	2.64712659	0.567728267	0	1.434035669	3.559727648	1.777186038	0	0	0.737054352
ACAP2	2.814338838	2.200392161	0.026131323	0.612873992	1.432528122	0.728871749	1.125563966	0.847048319	0.974975156	0	0	1.531199854	1.198718208	0	0.544433429	0.910637554	0.641341829	3.1418126	1.218366568	0	0.886891332	0.596585319	0	1.74774311	0.89404548	0	1.007834409	0	0	0	0	0	0	0	0	0	0	0	5.172641178	0	0	0	0	0.696905485	0	5.3915862	0	0	0	0	0	0	0	0	2.544771192	1.405724861	0.915198229	0	0	0	0	0.277613348	0.833736782	0.783962346	0	7.548468291	0.587032193	0.21734245	0.381337878	1.202638189	0.642672876	0	0.709672941	0.975003465	0.61602576	0.730044187	0.726595782	1.353633098	1.691577603	1.697825932	0.308581866	2.443798935	0.764304899	0.685940358	1.10262236	1.573614314	0.695700009	0.26741615	1.86202958	2.473820536	0.380627917	0	0	1.94284508	0	1.402634614	0	0.747177618	0.827419865	0.786263792	0	1.305124356	0.262371257	0	2.122472388	0.510125686	1.331546453	1.459992742	0.86251682	0.358251843	0	0.911895375	1.598771492	1.891357594	0.218037921	0.620093364	0	0	0	0	0	0.639349056	0.636799538	1.577492532	0	0	0.982666806	1.01659498	1.596215662	0.532506443	0	0.882327612	1.660615855	6.2087659	0	4.622815156	0.99495735	0	1.349793497	0	0	0	0	2.488306153	0	1.106571589	0.830660243	0.512366151	2.42515569	0.378775349	1.125360492	0	3.073154838	0	0	0	0	1.081948309	4.474291615	0	16.07245752	16.33499955	0	3.535564929	0	0	0	0.836613213	0.931871655	0	1.125823065	0	0	1.195116349	1.597689256	2.631078777
ACMSD	0.156219976	0.9063167	0	0.640806959	0.72301116	1.156330624	0.636990581	0.75551233	0.577599533	0.566475486	0	0	0.997392187	0.778187256	0.872327312	1.645311792	0.752103758	1.36467015	1.850404931	1.525575686	2.052005118	0.734933109	1.59939976	0	0.375557372	5.476847465	1.412598369	0.800758607	1.382380363	0	0	0	0	31.47928923	0	0	0	0	0	0	0.868829749	0	1.793638705	2.394894543	0.668394261	0.723640525	1.226793822	1.528525882	0	1.775095925	0	0	1.383108299	0	0	3.552204295	1.034511957	0	0.981614321	0	0	0.328034344	0.527381143	0.721403938	0.707944616	1.703888626	1.470745836	0.662330917	0.582645338	0.596388121	1.3193488	0.803820122	1.725341042	0.751074679	1.294714588	1.037660701	0.786120953	1.243591043	0.554549859	0.308678756	0.375146778	0.93633457	0.495123856	0.422608791	1.605185239	0	0.771539613	0.989338585	1.004187043	1.214816637	3.699857119	0.617026355	0	0.770002877	1.843796819	4.522475582	1.609317353	0.571019236	0.488176974	0.691835486	0	1.792749655	5.896470332	1.887841636	5.972358102	9.425822128	1.545778474	0.651733798	0.70366494	0.898310698	3.336012133	1.503579667	0	0.363388971	0.463366493	0.767006015	0.339605175	0	2.593030813	0	0	1.347528432	6.304432453	7.195845935	1.924024119	0	0.625184835	1.568601153	0.47329905	1.842252778	1.530703761	3.682466795	0.785984938	2.316501673	0	2.874990491	0	0.403701294	0.724689094	3.032514616	0	3.210582564	0	2.146030224	0	3.85772379	1.237846703	1.279735889	2.720055971	1.124651512	1.759060941	1.977685924	0.887133391	0	0.798872419	0	0	2.788764152	0	0.608976252	1.18185242	0	0	0	0	0	1.536973984	1.156115085	1.262442305	0	1.655582284	0	0	1.033921785	1.380471046	1.200422044
ACO2	1.490619514	1.793526545	0	0.802535267	1.018739486	0.872007339	0.323419515	1.013646828	1.314051712	2.011537044	12.42532998	0	0.565935794	10.35368995	0.706091582	1.150445835	1.240004515	1.154762639	1.25980979	1.617944102	1.308481254	0.771314415	0	1.223520529	4.692829996	0	1.323105335	1.113312339	1.927346254	0	20.14991237	14.65628857	0	0	0	1.026841771	0	0	0	0	0	0	2.518108179	1.958702906	1.87521223	1.558477409	0.828757927	2.087406997	0	0	0	0	7.231113541	0	5.179181931	3.235609724	1.861726348	3.081974237	0	0	0	0.679792258	0.725156545	0.559692839	2.064159978	1.499162225	0.218468676	0.617508869	0.217996876	1.232699102	1.051383644	0	1.565741332	1.152219759	1.230504504	0.641757741	0.828987281	1.240027274	1.895157541	0.837967443	0.260282258	0.403870635	0.344360696	0.427119883	2.147824121	0	0.71336614	0.340200425	0.671545857	0	0.771409906	0.61232951	0.796764133	0	1.267596906	0	0	0.743819812	0.725693163	0.877157898	0.488743359	1.503207938	1.719561823	0	0	3.00375199	0.489413662	0.539565399	1.476151948	2.356369174	0	1.981664682	1.754487397	3.490392043	3.313414112	2.124512621	0.463809622	1.974101453	3.398609929	0	5.079500478	0.916573706	2.986743761	0	1.602878508	0	0.202790931	0.960836805	1.829828022	0.61443178	0.453168403	0.594906316	2.019525883	0.390099824	0.633159237	0	0	0.91165726	1.94079699	0	0.816332215	1.402435359	29.87393336	0	16.02017429	2.532753265	0.639491051	0.855605235	1.757096888	0.837783643	2.547566326	3.504747266	2.229276008	0	1.918722974	0	0	5.21361708	0	2.298417878	1.554985732	3.488556799	0	0	0	0	0	1.580012896	0	1.562507822	0.412605876	0	2.324530816	0	0	1.190511841
ACP2	1.282646025	2.056049483	0.290258216	1.052880922	1.035523174	0.947334231	1.119640912	1.588903043	0.792380973	0.541279616	2.18453106	0	0.689068776	0	1.345364154	1.123578446	0.523016022	0.676181434	0.410162319	1.184445338	0.793073814	0.825275795	1.125892402	0.655095317	0.685666022	0	1.258424495	1.857364085	0	2.244006539	2.621110531	0	0	0	0	1.133219337	0	0	0	1.618281026	0.670906878	0	0	1.345190747	1.128487598	0.271283668	0.461729045	1.157998751	0	0	1.746600485	0	0	0	0.861918816	0.30236825	0.987653211	2.130455829	0.614751366	0	1.918160211	1.104670252	0.656105951	1.085383306	0	2.629823788	0.887350926	0.613517364	0.593737454	0.49945339	0.388734494	0	0.401237114	1.359770118	0.814340508	1.354349373	0.779119593	1.624413612	1.464082546	0.826403769	0.365689612	1.574123594	1.871308329	1.024297644	0	0.173630663	0.784204483	0.59310372	0.29568625	0.716463946	1.39766974	1.002711655	3.507721049	0	1.268966063	0.708642167	0.40175849	1.000274814	0.767754902	0.869853083	1.798318486	1.988050775	0.161259262	0	0	0.675459676	0.766254721	1.370103776	1.125477961	1.070974207	0	0	2.413445832	0	0.899704229	0.475658849	1.068061232	1.289729099	0	0	0	1.189021283	0.415806333	0	0	0	0.737952405	0.766700194	0.69439603	1.040253347	0.355780906	0.469629875	1.187239529	0.888305459	0.708446524	3.475818341	1.861029202	0.469014415	0.595130075	4.367571303	0.956232173	0	0	0	0	0.672735141	0.841833619	0.928045562	1.272148843	2.446528388	0	0.643990133	0.634278662	0	1.377372117	0.448470311	0.621016908	0.681805732	0	1.917863679	1.408425305	3.36597926	1.977334255	1.553680498	0	2.461023034	2.275887613	1.607015846	1.276366968	0	0.904797558	0	0	1.182538716	2.427606341	2.443811321
ACSL3	1.627107544	1.313141062	0	1.623304711	1.101580505	0.989014307	0.766266967	0.955859501	1.11601492	0	2.57458363	1.59242222	0.866600659	0	0.706643244	0.671686163	0.62462943	1.385549901	1.276525138	0.944060153	0.220459959	0.716971481	1.26201117	1.366822709	0.98692149	0	0.728502032	0.586560291	2.024855539	2.13422863	0	0	0	0	0.936797468	0	0	0	0	0	0.635879184	0.469126427	0	0.406783014	0.776292486	0.328529127	0	0	0	0	0	0	1.664115137	1.87711204	5.277993073	1.260372526	0.982094605	0	2.197783244	4.357592214	2.953168174	0.696490966	0.593933232	0.494342654	1.832858707	2.232710713	1.233505797	0.565282627	0.69617103	0.928514845	0	0.81190946	1.259499231	1.044165632	0.478217338	0.684334394	0.928060676	1.252565046	0.929944474	0.950387335	0.969608363	1.427394022	0.989724248	1.548190936	1.536276162	1.241410751	0.883002111	0.111446031	1.344575347	0.92982481	0.988687892	0.551676897	0	2.847737488	1.011515808	2.448752391	0	0.977229838	0.901573495	0.798889702	0.899725611	0.530733776	1.765421763	0.894393282	4.362479154	1.427673462	1.490342081	0.785532554	1.266798912	0.783754522	0	0.529411205	1.154930491	0	0.604903144	0.847536919	1.453022295	0.894870978	1.806365911	0	6.941155862	1.713152506	0	0	1.249760865	3.026213714	0.487328252	1.213646549	0.649751306	1.30414758	0	0.749111887	1.349330823	1.046306143	1.024073961	0	2.170567459	3.894503759	1.741752231	0	4.308476449	0	0	0	0	2.874647959	2.127717844	1.438983494	1.175071666	0.22170013	0.993384834	0.299201926	1.786426125	0	2.115734782	1.716244679	0	0	0	1.288835706	0	0	0	1.030367845	0	1.374628103	0.513641333	1.269278309	1.446041248	0	1.295167931	3.389544319	2.503982728	1.289049608	0	2.208452166
ACSS2	0.59678325	0.781558812	0.087472033	1.122722222	1.844146116	0.999404158	0.801951701	0.581749328	1.577127598	1.097929861	4.443956331	1.109216822	0.676463527	4.493059454	0.771523659	1.562955191	0.834398992	1.246320351	0.457452935	0.407095806	1.319668716	0.701754616	0.741217592	1.579274973	1.024414169	0	0.873801372	0	0	0	0	0	4.607708396	0	0	0.548871858	5.798438768	4.971334773	0	0	0.652055043	0.962721241	0	0.753363286	2.148345109	5.991971816	0	2.227978923	0	1.289039913	1.677627598	3.123918315	0	2.489811088	0.793632467	0.966688978	0.85342811	0	1.591470909	4.079691955	0	0.560330977	0.469938344	0.923710097	1.79746946	1.406496423	0.827429251	1.389154997	0.430158552	0.804013525	0.416850544	1.2456182	0.919008405	1.167688105	0.591653351	0.489198369	0.818929299	0.86416217	1.162948392	1.486528147	0.47599307	1.554008477	0.848015345	0.790354952	0	0.305606741	0.184764153	0.306021351	0.488084133	0.597381479	1.423307146	1.247969286	0.065360836	1.736047939	0.973448526	1.918457241	0.65936356	0.959771618	0.704347671	0.916705321	0.744082501	4.398156909	1.581534976	1.861087097	0.641409626	0.592240713	1.201508119	0.786581968	1.227719394	0.535232178	0	0.716752351	2.555333145	0.607859141	0.999379706	1.19720368	2.734851589	6.146265227	0	0	4.052989282	1.22076893	1.026647249	0.969944709	0.427159968	0	0.688608922	0.616507491	0.982134565	0.324316927	0.386748098	0.381628728	1.630562607	1.26228586	1.832731276	0	0.249495028	1.40830942	2.284408298	1.8976976	1.325551967	0.761805173	0	0	0	0	1.261951272	3.229347008	0.738766198	0.216459694	0.997094581	0.92231702	1.386436356	1.322019592	1.708373462	1.329557743	1.860135681	2.021531772	2.798581802	0.934277675	0.900450436	0	0	0	0	2.153944109	0.504097087	1.494500942	0.914921431	0.969513918	0.621986586	2.050450171	2.425650966	1.226605865	0	2.496096591
ACTG2	0	1.974644848	0.188366238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.70480781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.211361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.405132317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.164170804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.920861224
ACTL6B	0.001430272	0.00153226	0.119402939	0.001180297	5.793651856	2.366395756	0.001042003	0.559586828	0.999723085	0.011889139	0.035427396	0.022136981	0.004694395	0.036083262	0.001359954	0.001802281	0.001725221	0.004680322	0.003794931	0.006293428	0.006854764	1.363056657	0.007050449	0.006296094	0.008051415	0.098056143	0.00592497	0.017518869	0.030114947	0.064005454	0.074949579	0.227686363	0.067128082	0.022667214	0.028080091	69.89405197	0.169850064	0.145531092	0.093870228	0.045976711	0.019040629	0.014047421	0.039296856	0.012709081	9.187606861	0.007674516	0.013057504	0.03280601	0.038538829	0.038044918	0.04935805	0.092025614	0.029594102	0.057688551	0.023203794	0.012565057	2.599918472	0.021836552	0.016939453	0.060663604	0.083824698	0.001157785	0.002241632	0.002321305	0.014266287	0.012220617	0.001874798	1.110839931	0.001803117	0.002819256	0.013008832	0.007872187	1.951342836	0.002511927	0.006204327	0.002106468	0.642095827	1.369157492	1.027166928	0.003285908	0.004131921	0.006594376	0.002716758	0.002260777	0.036771336	0.009036828	0.002762305	0.002940164	0.003542125	0.002521016	0.00565454	0.005765917	0.011851067	0.032615341	0.009562758	0.017016552	0.011043674	0.756219427	0.470910302	0.0009151	0.008827828	0.007395595	0.004571717	0.01385668	0.019258727	0.009527159	0.002591593	0.002270252	0.004963926	0.006392168	0.014862562	0.01645222	0.029113079	0.008312075	2.000227672	0.004007234	0.007043004	0.035949218	35.22289134	0.029333451	0.039881899	1.444346078	15.92278039	0.029067229	57.36040268	0.093298381	0.00339335	0.00307727	0.009703101	0.009725335	0.007295181	2.012026274	0.008018249	0.006271869	0.009992429	0.060804847	0.015988164	0.013849194	0.005002081	0.063820387	8.873734115	0.022329067	158.2785746	0.045400132	0.125861566	0.02020967	0.00254008	0.001920746	0.007204384	0.006860413	0.010080833	0.009248858	0.018274836	0.04935673	0.004993601	0.012930689	23.38774036	98.70712415	0.040381696	0.012649911	0.012791681	0.028672703	0.037120493	0.031816762	0.0728544	0.021106274	0.016831996	0.00246562	0.013604564	0.025057344	0.006285696	0.064549066	0.038793771	0.010820391	0.01305398	2.315948338
ACTR10	1.122127973	1.22274356	6.50E-05	0.802535202	2.00579719	1.10022103	0.9198721	1.481457174	0.894403329	0.00117529	1.384222369	5.597205348	0.82103859	6.343872011	0.708785782	1.098641431	0.401037028	0.000462669	0.482248308	3.330113011	0.913942227	0.972528011	0.000696966	0.518454893	1.332163565	0.009693253	1.476715372	1.449526873	0.002976986	5.299032087	0.007409074	0.022507734	5.557555441	0.002240747	8.079754706	0.001589353	0.016790378	0.014386347	0.009279458	0.004544987	3.147112924	3.122369063	0.003884656	0.001256345	1.178176778	0.634996298	3.739412846	0.003243009	3.177308023	0.003760897	4.070511257	11.50784501	3.700024614	0.005702751	1.930798158	0.001242108	1.456034673	3.066877936	0.001674535	0.005996847	12.2638962	0.392855704	1.003490779	0.885010546	1.178995027	0.001208058	0.568550726	0.921638089	1.859011867	0.234452223	0.001285977	0.000778198	0.266281826	3.036077212	0.538804456	0.832984049	0.591129424	1.995969547	1.302026498	0.483584071	1.237932222	1.948473041	0.885719743	1.186213744	0.003634998	0.000893328	0.976754453	0.765346947	0.895955729	1.205068547	0.000558975	0.000569985	2.720577916	0.003224161	1.960116785	0.001682156	1.931239548	0.908103914	0.390043655	0.532885412	2.551242375	0.751189885	1.129154651	1.121515444	1.573970292	0.000941799	0.640217835	0.770110188	1.246389499	3.537016237	0.001469225	0.00162637	0.002877948	0.000821683	0.520951893	0.000396132	1.178717216	3.025111103	0.005436265	0.002899732	0.00394249	0.752659419	0.001159935	2.451741506	2.174339591	0.009222929	0.286974617	1.061356673	4.712747618	0.716956139	1.379396195	0.269617782	0.680280624	0.531495013	0.000987793	0.006010809	0.001580496	0.00136905	0.803523962	6.879864035	1.012997385	0.00220732	0.006426982	0.00448799	0.012441934	3.472691567	1.308154277	0.656868004	1.227269361	2.33785607	1.697342795	0.777144554	0.001806543	0.004879116	0.000493638	15.9391616	0.001784275	0.001941909	0.003991897	0.001250496	1.081788607	0.002834415	0.003669514	2.747347824	0.007201957	0.002086442	1.419316954	1.012603938	1.141792221	0.002477022	0.000621367	0.006380941	0.003834924	1.764638922	0.00129044	2.197833826
ACTR8	4.739280517	0.351421118	0.678341693	1.169312671	0.375615089	1.090534921	1.029254514	1.40070632	0.614540497	0	0	0	0.919232796	0	0.803137332	0	0.68575197	0.923992951	1.502339669	2.515225225	1.340970511	0.59950373	2.879045836	1.226922264	0	0	1.160197778	3.423837518	0	0	0	0	0	0	0	0	0	0	0	0	3.732037484	2.754676063	0	0	1.46956058	4.85922263	0	0	0	0	0	0	0	11.32897757	0	0	1.605727556	0	0	0	0	0.454954212	0.882124983	2.309130157	0	2.387208022	0	0	1.070643521	0.551253634	0	1.544466565	1.208357622	0	0	0	0.795771857	0.63078792	2.251458978	2.578065705	0	0	0.527875868	0.88239827	0	1.736255156	1.075800241	0.571839894	2.0898375	2.49922093	0	0	0	0	0	0	0	0.94079064	0.321009509	1.096146458	1.721949934	0	1.789989369	2.717272149	0	0	1.528538034	0.891672131	1.948711043	0	0	0	0	1.627628664	0	0	1.375799178	0	0	0	7.798171341	0	0	0	0	0	0	0.601994228	1.889013903	0	0	0.62041767	0	0	0	0	0	0	1.963217144	0	0	0	0	0	0	3.961173985	0	0.376292331	1.522332193	2.689983191	0	0	3.571581621	0	0.975935047	0	0	0	7.945485057	0	0	0	0	0	0	0	0	0.974693688	2.669117721	0	0	0	0	2.11675044	0	4.794430906
ACVR2A	0.408264482	0	0.859989343	2.033806963	1.079002697	1.27710811	0.292288534	1.504407351	2.698704678	0	0	0	0	0	0	1.034927024	0	27.41776946	0	0	8.044713279	0	0	1.815482903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.121571859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.178291851	0	4.859895245	0	0	2.031342796	0	0	0	0	0.535152409	0	0.514167532	1.62300189	0	0	0.8761129	0	0	0.600975421	0.431990188	0.617492559	0.928634186	0.94272058	0	0	0	0	0	0	0.788888544	0	0	0	0	0	0	0	0	0	12.66721462	0.664878277	0	1.308580729	0	0	2.593347938	0	0	0	0	1.47052365	0	1.819971966	0	9.361350394	0	2.348494062	0	0	1.981745886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.893669791	2.243345928	0	0	0	0	0	0	0	0	0	0	0	0	0	0.708080661	1.073377865	0	0	0	0	0	0	0	0	25.55632728	0	0	7.071034661	0	0	0	0	0	0	0	0	0	0	1.758612289	0	0	0	0	5.608717496
ACVRL1	0.750622202	0.643360796	1.124631885	1.192462282	0.489091598	0.658882885	1.249422461	1.124472864	1.151865643	1.205961578	1.347761008	0.436536658	1.035898632	3.336086254	1.050605777	0.442429581	1.449779341	0.462330947	0.46169436	1.809830973	2.369942262	1.572949862	0.514282822	0.735576608	0.39565878	0	1.682838676	0.41596032	0	1.514396218	0	0	0	2.323909996	0	0	0	0	2.225691848	1.088975197	0	0.664035176	0.93010699	0.306090797	1.184051082	0.539004669	0	0	0	0	0	2.204907334	2.103579486	0.13476701	0	0.635224321	1.135917733	0	0.760608539	0	2.571496894	0.727125929	1.038153738	1.439134748	1.022720519	0	0.721737729	0.440616781	0.9195376	0.397392767	0.607369576	1.189415469	0.572183753	0.473691029	2.219750218	2.955825961	1.297564183	0.742989591	0.750985343	0.662589239	2.084179453	0.414021939	1.129659392	0.752199977	1.370152475	3.290770421	0.295370999	1.018232931	0.398309776	1.301469126	0.879922355	0	1.200326317	3.122563056	1.257700618	0.838765663	0	0.98819085	0.574032672	1.869649752	0.268463476	0.63463591	0.336326553	0	0.468478362	0.231277776	0.448208789	0.68704787	1.227515331	1.453054825	2.181839722	0.402123516	0	0.861507438	1.035445935	2.000531331	0.727397897	4.630934863	0	0	0	0.773088849	1.113044023	1.724673801	2.250870072	15.89369597	1.352090201	1.08546561	0	1.18691131	1.469282863	0.808552493	1.166155053	1.709202567	0	1.339589434	0	0.32284208	0.665861547	1.147634491	7.500923625	0	3.323026849	0	0	0.701964739	0.360743995	0.809942204	0.932192735	0.520497133	0.790139229	2.400692239	0.894406958	0	0.963845823	0.985024444	0.919095795	0.988862317	0	1.031993383	0.346683264	1.448590107	0	0	0	0.499909809	1.228200712	1.431054776	0	0.582659905	0.993554467	0	0	0.806276498	0	1.524367147
ADAM10	0.265682638	0.922402901	0	1.118653094	3.507117736	0.732895168	0.556736521	0.85393443	1.00065367	4.261126083	0	0	3.555119139	0	0.608068303	1.138251081	1.184051812	2.049322484	0	1.449754965	1.306154363	0.804058241	0.794173459	0.763380727	0	0	0.734358486	1.040695985	0	0	0	0	0	1.347830159	0	0	0	0	0	0	0	0.828030123	2.331020299	0	0	0	0	0	0	0	0	0	0	0	0	1.526355195	0.255520735	0	0	0	4.364016131	1.195683503	0.329209184	0.591998403	0.768091459	2.415884257	0.708343549	1.080799278	0.649245831	1.962565346	3.247468879	0.676059523	0.364724021	0.161756258	1.020268132	2.08219018	0.439718475	1.666115023	1.506609447	0.226394662	0.73885041	2.098454779	0.326592571	0.2946037	2.229729143	0	0.690679352	0.745523767	0.432519122	0.677857304	1.85306732	0	0	9.183203123	1.908283426	0	0.914213452	0.947144217	0.623134644	1.698625894	1.602099272	0.536699745	0.437989307	0	0	2.142208783	0.855989469	1.190321465	0.947569539	0.848736929	0	0	1.701049245	3.303104664	0.203137742	1.091038699	2.215357793	0	0	0	0	2.037307386	1.446582439	1.772574959	0.778874858	0	0.43440351	1.715753645	0	0	1.34466624	0.580315513	0	0.760443435	0.608210841	0	0	3.490224849	1.537808251	0	1.642244448	0	8.037617625	5.6244238	0	3.762197914	1.372086511	2.18151928	1.350868444	0.430758364	0.631808656	0.580461162	0	0	0	0	0	1.224986491	2.520467841	0	0.788867049	0	0	1.959411932	0	0	2.097312489	1.020328101	0.966993731	2.99643349	1.942170963	0.736903733	0	4.042888444	2.450701009	2.356020084
ADAM17	0.602895539	0.606530001	0	0.604756946	0.97245632	0.585008374	0.702507488	1.642195031	0.6146508	0.392743155	1.729792002	2.184810024	0.969666019	4.106866025	1.671716909	0.623760501	2.09652134	1.529716909	0.362406964	0.42101656	2.072822763	0.808191553	0.895866759	0.316869389	0.653258799	0	1.432449372	0	4.641029948	13.32261484	1.893310513	0	0	0.572599283	0	0	4.287602904	0	0	1.163047712	0.48300581	1.068283106	0	0	1.448728195	0.38868277	0.396047318	0	0	0	0	0	0	0	0	0.318739237	1.222096517	0.63647981	0.746597521	2.840890863	1.993121032	0.828322392	1.974588933	0.629854207	1.26789087	0	0.705060488	1.142819825	0.704190223	1.001378855	0.2668008	3.499941121	1.004030762	1.582136981	0.822439764	1.441070633	1.061193372	0.990071305	0.948827801	0.835803923	0.223571073	0.480406643	0.778331902	0.796781097	0	0	0.068949399	0.771440266	0.901663599	1.847094396	0.341817181	0.314733893	0.759314361	1.577509484	0.649525362	0	0.53278486	0.934429301	0.503252892	0.60112469	0.458945108	2.063000796	1.917402264	0.684649465	0	0.771311635	0.824054393	1.171325714	2.511306815	1.867670752	6.149159241	1.630436827	1.423543811	5.588935029	0.693055749	0.915787893	2.077116967	0	0	3.679070568	0	0.396581559	0.326257422	0.87290939	4.758424568	0	0.921877955	0.93423698	0.240826074	0.238629116	0.72901901	1.174675999	1.203118506	0.945399367	0.743491545	0	0.402466807	1.084033869	1.115663213	1.901915113	1.266406574	0	2.210852146	0	3.074906571	0	1.122757496	1.079930939	1.827798803	1.525418761	2.76681544	0.948270297	0	1.218033954	1.365971543	0.637983183	0.444155226	0.483394573	0	1.172953136	0.953579051	0	1.971804174	0	0	0	2.237477748	1.348695146	1.116315536	2.617336252	1.428720602	1.208683084	1.20817799	2.134499682	1.082898273	2.398293291
ADAR	1.09593703	0.76304319	2.933864658	0.859622787	0.31820699	0.60386475	1.140873602	0.716450669	0.449269853	1.891581954	0.000921571	0.000575848	0.828611576	0.354802866	2.17657794	0.944731978	1.21436718	0.561262764	0.659160302	1.014964764	0.94492311	0.723122375	0.773822825	1.087007574	0.437888806	0.895943596	1.065395369	0.205186749	0.332152469	0.00166497	0.001949659	1.255632098	1.289131498	0.183378352	0.59093072	0.200645819	2.130725379	0.003785692	1.772776653	0.499026689	0.21000841	0.403143865	0.463324369	0.507141353	0.448684254	0.535276061	0.375413789	0.753322038	0.214035555	0.432728998	0.551134788	0.002393857	1.004050476	2.245346261	1.159966419	1.280369419	0.770335167	2.126573718	1.265863104	1.276239055	0.002180527	0.502598958	0.844787033	1.020610028	0.745741793	1.239151762	1.072138139	0.376160773	0.513169155	0.604591499	0.802595522	0.930770742	1.393240593	0.565916111	1.152869205	0.90112452	0.759163035	0.754888414	0.738030042	0.433535068	0.430981696	0.503124337	0.629977821	0.582625423	1.146402104	0.70304908	0.492121738	0.582948222	0.636948504	0.748929178	1.39773447	2.147347791	0.474907114	0.791152656	1.401737217	2.24346403	1.204199555	0.448514701	1.585185671	1.312362722	2.717706079	1.75519007	1.446827191	0.388568403	0.810829997	1.14404277	1.708109724	0.670285004	0.880351103	0.85583865	0.477957769	0.63917423	0.813169055	1.231327628	1.40355357	0.3609048	0.740073847	0.397436647	0.001430525	0.000763049	0.001037446	0.751094897	0.875936555	1.067080327	2.819256314	0.002426966	2.122786126	1.191167089	1.290490028	0.613740663	1.823871203	1.715198413	0.887031246	0.718511604	1.240137965	3.624100281	1.205379949	1.919005992	2.14783946	1.436450185	1.607648953	0.241050596	0.001691227	0.243579424	0.67035765	0.535570161	0.543003958	1.047863167	0.725968823	0.368965096	0.4644787	0.662645139	1.045246867	0.001283914	0.547066551	0.439965836	0.394633812	0.115231208	2.169960558	0.656313056	0.477994386	0.315312933	0.605680983	0.172771458	0.001895158	0.435934862	0.328825184	1.00536364	0.942687239	0.05703384	0.763221347	0.43992717	1.11863195	0.53155656	0.918119095	1.260236629
